mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_low,mini_dow_close,mini_dow_volume,predict
2018-01-04,00:00:00,24942.0,24937.0,24932.0,24945.0,908,0
2018-01-04,01:00:00,24936.0,24929.0,24925.0,24939.0,1581,0
2018-01-04,02:00:00,24930.0,24940.0,24930.0,24945.0,2097,0
2018-01-04,03:00:00,24941.0,24961.0,24940.0,24964.0,1806,0
2018-01-04,04:00:00,24961.0,24946.0,24943.0,24961.0,1261,0
2018-01-04,05:00:00,24947.0,24956.0,24940.0,24959.0,1376,0
2018-01-04,06:00:00,24956.0,24960.0,24952.0,24973.0,2263,0
2018-01-04,07:00:00,24960.0,24977.0,24960.0,24986.0,3443,0
2018-01-04,08:00:00,24976.0,25041.0,24951.0,25048.0,26161,0
2018-01-04,09:00:00,25042.0,25050.0,25030.0,25082.0,18556,0
2018-01-04,10:00:00,25050.0,25027.0,25016.0,25065.0,12052,0
2018-01-04,11:00:00,25026.0,25046.0,25022.0,25054.0,8473,0
2018-01-04,12:00:00,25046.0,25057.0,25034.0,25059.0,5553,0
2018-01-04,13:00:00,25057.0,25060.0,25044.0,25065.0,5948,0
2018-01-04,14:00:00,25060.0,25049.0,25039.0,25067.0,9875,0
2018-01-04,15:00:00,25049.0,25064.0,25040.0,25064.0,3523,0
2018-01-04,16:00:00,25064.0,25066.0,25058.0,25066.0,138,0
2018-01-04,17:00:00,25067.0,25073.0,25059.0,25078.0,1520,0
2018-01-04,18:00:00,25075.0,25077.0,25071.0,25081.0,977,0
2018-01-04,19:00:00,25078.0,25073.0,25070.0,25081.0,893,0
2018-01-04,20:00:00,25074.0,25072.0,25064.0,25079.0,796,0
2018-01-04,21:00:00,25073.0,25081.0,25071.0,25086.0,653,0
2018-01-04,22:00:00,25081.0,25093.0,25081.0,25095.0,854,0
2018-01-04,23:00:00,25093.0,25086.0,25085.0,25096.0,846,0
2018-01-05,00:00:00,25086.0,25083.0,25079.0,25092.0,998,0
2018-01-05,01:00:00,25082.0,25093.0,25079.0,25095.0,941,0
2018-01-05,02:00:00,25094.0,25096.0,25091.0,25106.0,1778,0
2018-01-05,03:00:00,25096.0,25115.0,25092.0,25117.0,2163,0
2018-01-05,04:00:00,25114.0,25131.0,25112.0,25134.0,1797,0
2018-01-05,05:00:00,25131.0,25142.0,25124.0,25142.0,1245,0
2018-01-05,06:00:00,25141.0,25142.0,25132.0,25144.0,1511,0
2018-01-05,07:00:00,25142.0,25142.0,25123.0,25160.0,4902,0
2018-01-05,08:00:00,25142.0,25101.0,25082.0,25147.0,21407,0
2018-01-05,09:00:00,25100.0,25109.0,25084.0,25123.0,11678,0
2018-01-05,10:00:00,25109.0,25134.0,25098.0,25150.0,11460,0
2018-01-05,11:00:00,25133.0,25127.0,25122.0,25152.0,6904,0
2018-01-05,12:00:00,25127.0,25150.0,25127.0,25156.0,4549,0
2018-01-05,13:00:00,25149.0,25185.0,25142.0,25200.0,8752,0
2018-01-05,14:00:00,25184.0,25258.0,25182.0,25268.0,13909,0
2018-01-05,15:00:00,25259.0,25281.0,25243.0,25281.0,6171,0
2018-01-05,16:00:00,25282.0,25278.0,25277.0,25282.0,97,0
2018-01-07,17:00:00,25272.0,25341.0,25270.0,25359.0,4128,0
2018-01-07,18:00:00,25341.0,25350.0,25332.0,25350.0,1350,0
2018-01-07,19:00:00,25348.0,25344.0,25341.0,25353.0,1202,0
2018-01-07,20:00:00,25344.0,25344.0,25336.0,25347.0,636,0
2018-01-07,21:00:00,25344.0,25339.0,25337.0,25347.0,727,0
2018-01-07,22:00:00,25339.0,25330.0,25326.0,25341.0,727,0
2018-01-07,23:00:00,25330.0,25329.0,25323.0,25334.0,653,0
2018-01-08,00:00:00,25330.0,25330.0,25323.0,25332.0,729,0
2018-01-08,01:00:00,25330.0,25340.0,25326.0,25343.0,1363,0
2018-01-08,02:00:00,25340.0,25306.0,25302.0,25347.0,3250,0
2018-01-08,03:00:00,25306.0,25311.0,25293.0,25315.0,1737,0
2018-01-08,04:00:00,25311.0,25313.0,25303.0,25322.0,1204,0
2018-01-08,05:00:00,25314.0,25282.0,25280.0,25319.0,1193,0
2018-01-08,06:00:00,25283.0,25260.0,25242.0,25287.0,6476,0
2018-01-08,07:00:00,25261.0,25270.0,25245.0,25271.0,5228,0
2018-01-08,08:00:00,25269.0,25236.0,25213.0,25277.0,18821,0
2018-01-08,09:00:00,25237.0,25235.0,25210.0,25242.0,17130,0
2018-01-08,10:00:00,25235.0,25231.0,25224.0,25267.0,12081,0
2018-01-08,11:00:00,25230.0,25248.0,25228.0,25251.0,5612,0
2018-01-08,12:00:00,25248.0,25273.0,25247.0,25286.0,7511,0
2018-01-08,13:00:00,25272.0,25275.0,25262.0,25279.0,4740,0
2018-01-08,14:00:00,25275.0,25257.0,25240.0,25275.0,8122,0
2018-01-08,15:00:00,25257.0,25262.0,25246.0,25271.0,3369,0
2018-01-08,16:00:00,25261.0,25260.0,25259.0,25262.0,30,0
2018-01-08,17:00:00,25246.0,25275.0,25246.0,25279.0,1115,0
2018-01-08,18:00:00,25276.0,25274.0,25263.0,25276.0,788,0
2018-01-08,19:00:00,25273.0,25248.0,25240.0,25277.0,1527,0
2018-01-08,20:00:00,25248.0,25248.0,25238.0,25255.0,1319,0
2018-01-08,21:00:00,25248.0,25255.0,25245.0,25258.0,594,0
2018-01-08,22:00:00,25254.0,25250.0,25250.0,25260.0,411,0
2018-01-08,23:00:00,25250.0,25253.0,25249.0,25260.0,698,0
2018-01-09,00:00:00,25254.0,25267.0,25254.0,25268.0,792,0
2018-01-09,01:00:00,25267.0,25268.0,25261.0,25273.0,795,0
2018-01-09,02:00:00,25267.0,25286.0,25266.0,25290.0,1638,0
2018-01-09,03:00:00,25286.0,25288.0,25285.0,25299.0,1691,0
2018-01-09,04:00:00,25288.0,25291.0,25284.0,25303.0,1418,0
2018-01-09,05:00:00,25290.0,25296.0,25280.0,25297.0,1399,0
2018-01-09,06:00:00,25296.0,25299.0,25292.0,25302.0,3163,0
2018-01-09,07:00:00,25300.0,25319.0,25290.0,25326.0,3757,0
2018-01-09,08:00:00,25319.0,25311.0,25297.0,25339.0,24654,0
2018-01-09,09:00:00,25312.0,25312.0,25296.0,25358.0,20745,0
2018-01-09,10:00:00,25312.0,25371.0,25311.0,25379.0,13841,0
2018-01-09,11:00:00,25371.0,25380.0,25360.0,25386.0,8452,0
2018-01-09,12:00:00,25380.0,25410.0,25379.0,25411.0,7652,0
2018-01-09,13:00:00,25410.0,25390.0,25373.0,25415.0,9657,0
2018-01-09,14:00:00,25391.0,25370.0,25362.0,25404.0,12360,0
2018-01-09,15:00:00,25370.0,25359.0,25353.0,25377.0,5454,0
2018-01-09,16:00:00,25359.0,25361.0,25356.0,25361.0,72,0
2018-01-09,17:00:00,25354.0,25372.0,25351.0,25379.0,1111,0
2018-01-09,18:00:00,25372.0,25359.0,25358.0,25379.0,1050,0
2018-01-09,19:00:00,25359.0,25357.0,25352.0,25369.0,1127,0
2018-01-09,20:00:00,25358.0,25362.0,25357.0,25372.0,721,0
2018-01-09,21:00:00,25363.0,25378.0,25363.0,25381.0,847,0
2018-01-09,22:00:00,25378.0,25376.0,25372.0,25384.0,652,0
2018-01-09,23:00:00,25375.0,25373.0,25364.0,25376.0,771,0
2018-01-10,00:00:00,25373.0,25370.0,25370.0,25380.0,522,0
2018-01-10,01:00:00,25372.0,25329.0,25318.0,25373.0,2747,0
2018-01-10,02:00:00,25330.0,25322.0,25314.0,25354.0,3533,0
2018-01-10,03:00:00,25323.0,25334.0,25314.0,25346.0,1741,0
2018-01-10,04:00:00,25335.0,25238.0,25222.0,25339.0,8590,0
2018-01-10,05:00:00,25239.0,25261.0,25229.0,25277.0,4867,0
2018-01-10,06:00:00,25260.0,25257.0,25239.0,25281.0,3642,0
2018-01-10,07:00:00,25256.0,25286.0,25251.0,25290.0,6039,0
2018-01-10,08:00:00,25286.0,25256.0,25232.0,25320.0,28916,0
2018-01-10,09:00:00,25256.0,25311.0,25252.0,25344.0,22554,0
